product_name,page_url,technical_sheet_url,buy_url,calculator_url,summary_public,finish,recommended_use,surface_targets,benefit_tags,application_methods,related_products,coverage_ranges,drying_times,dilution_hints,presentations,inventory_match_name,inventory_match_ref,inventory_match_score,inventory_match_source,canonical_family_from_inventory,decision,decision_note
Graniplast Silcoplast Interior,https://www.pintuco.com.co/productos/graniplast-silcoplast-interior/,https://www.pintuco.com.co/download/64561/?tmstv=1672344835,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=texturas&&name_product=Graniplast Silcoplast Interior,"Graniplast Silcoplast Interior es un revestimiento plástico de acabado texturizado, elaborado con copolímeros acrílicos base agua y granos de cuarzo de tamaño controlado, que provee diferentes tipos de acabados según la experticia del aplicador, es ideal para interiores ya que este producto nivela, protege y decora.",,"Graniplast Silcoplast Interior es un revestimiento plástico de acabado texturizado, elaborado con copolímeros acrílicos base agua y granos de cuarzo de tamaño controlado, que provee diferentes tipos de acabados según la experticia del aplicador, es ideal para interiores ya que este producto nivela, protege y decora.",interior,,,,,,,cuñete,PQ SILCOPLAST INT BLANCO 15.52L 30K,5892408,68.09,backend_lookup,SILCOPLAST INT BLANCO 30K,rechazado,Match de inventario demasiado débil
Primer 2K 9216,https://www.pintuco.com.co/productos/primer-2k-9216/,https://www.pintuco.com.co/download/51362/?tmstv=1672344804,https://tienda.pintuco.com/,,"Primer 2K es una base poliuretano en dos componentes para repintado de vehículos, de excelente poder de relleno, rápido secamiento y lijable en húmedo o en seco.",,"Primer 2K es una base poliuretano en dos componentes para repintado de vehículos, de excelente poder de relleno, rápido secamiento y lijable en húmedo o en seco.",,,,,,,,galón,KIT CEILCOTE 680 PRIMER COMPOSITE 4G,10353183,85.5,db:vw_inventario_agente,KIT CEILCOTE 680 PRIMER COMPOSITE,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Primer 1K 5010,https://www.pintuco.com.co/productos/primer-1k-5010/,https://www.pintuco.com.co/download/51364/?tmstv=1672344804,https://tienda.pintuco.com/,,"Primer 1K es un primer monocomponente de secado rápido, relleno medio y buena lijabilidad.",,"Primer 1K es un primer monocomponente de secado rápido, relleno medio y buena lijabilidad.",,rapido_secado,,,,,,galón,KIT CEILCOTE 680 PRIMER COMPOSITE 4G,10353183,85.5,db:vw_inventario_agente,KIT CEILCOTE 680 PRIMER COMPOSITE,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Acabado Uniformador Automotriz,https://www.pintuco.com.co/productos/acabado-uniformador-automotriz/,https://www.pintuco.com.co/download/51379/?tmstv=1672344804,https://tienda.pintuco.com/,,,,,,,,,,,,,SILICONA ACETICA NEGRA AUTOMOTRIZ 50 GR,F51060815,61.82,backend_lookup,SILICONA ACETICA NEGRA AUTOMOTRIZ GR,rechazado,Match de inventario demasiado débil
Pintura Primer Anticorrosivo 513,https://www.pintuco.com.co/productos/pintura-primer-anticorrosivo-513/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-primer-anticorrosivo-513.pdf,https://tienda.pintuco.com/,,"Primer Anticorrosivo 513 es un producto de recubrimiento anticorrosivo alquídico, de rápido secado, excelente adherencia con ideal para proteger estructuras metálicas en general, que vayan a estar expuestas a ambientes industriales y marinos de agresividad intermedia.",,"Primer Anticorrosivo 513 es un producto de recubrimiento anticorrosivo alquídico, de rápido secado, excelente adherencia con ideal para proteger estructuras metálicas en general, que vayan a estar expuestas a ambientes industriales y marinos de agresividad intermedia.",metal,anticorrosivo | alto_cubrimiento | rapido_secado,,,,,,1/4 galón | galón,PINTURA VARIOS,56252453,85.5,db:vw_inventario_agente,PINTURA VARIOS,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Textura acrílica Graniplast Premium Silcoplast,https://www.pintuco.com.co/productos/textura-acrilica-graniplast-premium-silcoplast/,https://www.pintuco.com.co/download/64557/?tmstv=1684166190,https://tienda.pintuco.com/,,"Graniplast Premium Silcoplast es un revestimiento plástico de acabado texturizado tipo perlita o carraplast, elaborado con copolímeros 100% acrílicos base agua y granos de cuarzo de tamaño controlado, que forma una barrera impermeable a la lluvia y resistente a los rayos del sol ofreciendo máxima protección, resistenci",,"Graniplast Premium Silcoplast es un revestimiento plástico de acabado texturizado tipo perlita o carraplast, elaborado con copolímeros 100% acrílicos base agua y granos de cuarzo de tamaño controlado, que forma una barrera impermeable a la lluvia y resistente a los rayos del sol ofreciendo máxima protección, resistenci",exterior,impermeable | durabilidad,,,,,"100% acrílicos base agua y granos de cuarzo de tamaño controlado, que forma una barrera impermeable a la lluvia y resistente a los rayos del sol ofreciendo máxima protección, resistencia y durabilidad de hasta 5 años en exterior siempre y cuando se sigan las recomendaciones de preparación de superficie y aplicación del producto",cuñete,BROCHA SUPERMAX PREMIUM 6 PULG,10004513,85.5,db:vw_inventario_agente,BROCHA SUPERMAX PREMIUM PULG,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Textura acrílica Graniplast Premium Esgrafiado,https://www.pintuco.com.co/productos/textura-acrilica-graniplast-premium-esgrafiado/,https://www.pintuco.com.co/download/66158/?tmstv=1684165341,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=texturas&&name_product=Textura acrílica Graniplast Premium Esgrafiado,"Graniplast Premium Esgrafiado es un revestimiento plástico de acabado texturizado tipo rayado, elaborado con copolímeros 100% acrílicos base agua y granos de cuarzo de tamaño controlado, que forma una barrera impermeable a la lluvia y resistente a los rayos del sol ofreciendo máxima protección, resistencia y durabilida",,"Graniplast Premium Esgrafiado es un revestimiento plástico de acabado texturizado tipo rayado, elaborado con copolímeros 100% acrílicos base agua y granos de cuarzo de tamaño controlado, que forma una barrera impermeable a la lluvia y resistente a los rayos del sol ofreciendo máxima protección, resistencia y durabilida",exterior,impermeable | durabilidad,,,,,"100% acrílicos base agua y granos de cuarzo de tamaño controlado, que forma una barrera impermeable a la lluvia y resistente a los rayos del sol ofreciendo máxima protección, resistencia y durabilidad de hasta 5 años en exterior siempre y cuando se sigan las recomendaciones de preparación de superficie y aplicación del producto",cuñete,BROCHA SUPERMAX PREMIUM 6 PULG,10004513,85.5,db:vw_inventario_agente,BROCHA SUPERMAX PREMIUM PULG,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Construcleaner Limpiador no Corrosivo,https://www.pintuco.com.co/productos/construcleaner-limpiador-no-corrosivo/,https://www.pintuco.com.co/download/64410/?tmstv=1672344833,https://tienda.pintuco.com/,,"Construcleaner Limpiador No Corrosivo es un producto base agua, formulado con ácidos orgánicos biodegradables y aditivos especiales para lavar y retirar eflorescencias y residuos de cemento y mortero poco adheridos en fachadas de ladrillo y piedra natural.",,"Construcleaner Limpiador No Corrosivo es un producto base agua, formulado con ácidos orgánicos biodegradables y aditivos especiales para lavar y retirar eflorescencias y residuos de cemento y mortero poco adheridos en fachadas de ladrillo y piedra natural.",mamposteria | exterior,,,,,,,5 galones,GASTOS NO DEDUCIBLES,53159501,85.5,db:vw_inventario_agente,GASTOS NO DEDUCIBLES,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Interseal 90HS,https://www.pintuco.com.co/productos/interseal-90hs/,https://www.pintuco.com.co/wp-content/uploads/2019/12/FT-INTERSEAL-90HS.pdf.pdf,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Interseal 90HS,,,,,,,,,,,,INTERSEAL 670 HS RAL7032 PARTE A 4.25G,10354615,85.5,db:vw_inventario_agente,INTERSEAL 670 HS RAL7032 .,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Intergard 2002,https://www.pintuco.com.co/productos/intergard-2002/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-Intergard-2002-1.pdf,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Intergard 2002,,,,,,,,,,,,"INTERGARD 2002 PARTE B OIA046/3,7 L/BR",F51060367,90.0,db:vw_inventario_agente,INTERGARD 2002 OIA046 BRILLANTE,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Epoxi Poliamida,https://www.pintuco.com.co/productos/pintura-epoxica-epoxi-poliamida/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-epoxi-poliamida-espanol.pdf,https://tienda.pintuco.com/,,"Epoxi Poliamida es una pintura epóxica poliamida base solvente de dos componentes, que con la mezcla apropiada de ambos proporciona una película con buena adherencia y flexibilidad, resistente al agua, ácidos débiles, sales, álcalis, derivados del petróleo y disolventes aromáticos.",,"Epoxi Poliamida es una pintura epóxica poliamida base solvente de dos componentes, que con la mezcla apropiada de ambos proporciona una película con buena adherencia y flexibilidad, resistente al agua, ácidos débiles, sales, álcalis, derivados del petróleo y disolventes aromáticos.",exterior,durabilidad,,,,,,,F KIT BARNIZ EPOXI POLIAMIDA 101 Y CAT,F51019858,90.0,db:vw_inventario_agente,F KIT BARNIZ EPOXI POLIAMIDA 101 Y CAT,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Epoxy Primer 10070/13350,https://www.pintuco.com.co/productos/epoxy-primer-10070-13350/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-epoxy-primer-10070-13350.pdf,https://tienda.pintuco.com/,,"Epoxy Primer 10070/13350 es un recubrimiento anticorrosivo, inhibidor de la corrosión en dos componentes, para superficies de acero, que presenta alto espesor por mano.",,"Epoxy Primer 10070/13350 es un recubrimiento anticorrosivo, inhibidor de la corrosión en dos componentes, para superficies de acero, que presenta alto espesor por mano.",metal,anticorrosivo | alto_cubrimiento,,,,,,galon | 5 galones,KIT CEILCOTE 680 PRIMER COMPOSITE 4G,10353183,85.5,db:vw_inventario_agente,KIT CEILCOTE 680 PRIMER COMPOSITE,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Intergard 251,https://www.pintuco.com.co/productos/intergard-251/,https://international.brand.akzonobel.com/m/51c1fc7a41b8795d/original/Intergard_251_spa_A4_20150520.pdf,https://tienda.pintuco.com/,,,,,,,,,,,,,KIT INTERGARD 251 GRIS P.A + P.B,10703162,90.0,db:vw_inventario_agente,KIT INTERGARD 251 GRIS P.A + P.B,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Interseal 670 HS,https://www.pintuco.com.co/productos/interseal-670-hs/,https://international.brand.akzonobel.com/m/52ae6bff025da150/original/Interseal_670HS_eng_A4_20190122.pdf,https://tienda.pintuco.com/,,,,,,,,,,,,,INTERSEAL 670 HS RAL7032 PARTE A 4.25G,10354615,90.0,db:vw_inventario_agente,INTERSEAL 670 HS RAL7032 .,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Interzone 954,https://www.pintuco.com.co/productos/interzone-954/,https://international.brand.akzonobel.com/m/5f5f9b8a0fe836e1/original/Interzone_954_spa_A4_20180313.pdf,https://tienda.pintuco.com/,,,,,,,,,,,,,INTERZONE 954 RAL1003 PARTE A 4G,10381093,90.0,db:vw_inventario_agente,INTERZONE 954 RAL1003,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Interfine 979,https://www.pintuco.com.co/productos/interfine-979/,https://international.brand.akzonobel.com/m/3479a8340e3ef464/original/Interfine_979_spa_A4_20150907.pdf,https://tienda.pintuco.com/,,,,,,,,,,,,,INTERFINE 979 BLANCO PARTE A IMP 4G,10340071,90.0,db:vw_inventario_agente,INTERFINE 979 BLANCO IMP,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Intershield 300,https://www.pintuco.com.co/productos/intershield-300/,https://marinecoatings.brand.akzonobel.com/m/7b1f491341a21274/original/Intershield_300_spa_usa_A4_20151204.pdf,https://tienda.pintuco.com/,,,,,,,,,,,,,INTERSHIELD 300 V ALUM PARTE A ENA 2.5 G,10337125,90.0,db:vw_inventario_agente,INTERSHIELD 300 V ALUM ENA 2.5 G,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Intertuf 262,https://www.pintuco.com.co/productos/intertuf-262/,https://international.brand.akzonobel.com/m/29d76109bbaba548/original/Intertuf_262_spa_usa_LTR_20210105.pdf,https://tienda.pintuco.com/,,,,,,,,,,,,,INTERTUF 262 HAZE GREY PARTE A 4G,10199221,90.0,db:vw_inventario_agente,INTERTUF 262 HAZE GREY,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Intergard 475HS,https://www.pintuco.com.co/productos/intergard-475/,https://international.brand.akzonobel.com/m/3b6a87aa437c4482/original/Intergard_475HS_spa_usa_LTR_20170920.pdf,https://tienda.pintuco.com/,,,,,,,,,,,,,KIT INTERGARD 475HS PARTE A BLANCO 10128,10703125,90.0,db:vw_inventario_agente,KIT INTERGARD 475HS,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Intergard 263,https://www.pintuco.com.co/productos/intergard-263/,https://marinecoatings.brand.akzonobel.com/m/1fc629cc4261fc98/original/Intergard_263_spa_A4_20170512.pdf,https://tienda.pintuco.com/,,,,,,,,,,,,,KIT INTERGARD 263 GRIS P.A 4G + P.B 1G,10360710,90.0,db:vw_inventario_agente,KIT INTERGARD 263 GRIS P.A + P.B,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Pintura Viniltex Bíocuidado,https://www.pintuco.com.co/productos/pintura-viniltex-biocuidado/,https://www.pintuco.com.co/download/66103/?tmstv=1723216336,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Pintura Viniltex Bíocuidado,Pintura Viniltex Biocuidado Pintura premium tipo 1 de interior y exterior de máxima lavabilidad y durabilidad.,Mate,Pintura Viniltex Biocuidado Pintura premium tipo 1 de interior y exterior de máxima lavabilidad y durabilidad.,mamposteria | interior | exterior,antibacterial | ultralavable | durabilidad,,viniltex,,,,1/4 galón | galón | 5 galones,PINTURA VARIOS,56252453,85.5,db:vw_inventario_agente,PINTURA VARIOS,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Revomastic Mortero Acrílico,https://www.pintuco.com.co/productos/revomastic/,https://www.pintuco.com.co/download/64607/?tmstv=1745867951,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=estucos&&name_product=Revomastic Mortero Acrílico,"Revomastic® Revoque Plástico es una masilla plástica de grano grueso, con alto poder de relleno, para ser usada como sustituto de revoques o pañetes tradicionales en interiores o exteriores, garantizando excelente adherencia, rendimiento y durabilidad del acabado.",,"Revomastic® Revoque Plástico es una masilla plástica de grano grueso, con alto poder de relleno, para ser usada como sustituto de revoques o pañetes tradicionales en interiores o exteriores, garantizando excelente adherencia, rendimiento y durabilidad del acabado.",madera | mamposteria | interior | exterior,durabilidad,,,,,,,MASTICK,56254446,78.92,db:vw_inventario_agente,MASTICK,rechazado,Match de inventario demasiado débil
Pintura impermeabilizante aquablock,https://www.pintuco.com.co/productos/impermeabilizante-aquablock/,https://www.pintuco.com.co/download/63038/?tmstv=1672344832,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Pintura impermeabilizante aquablock,Aquablock es una pintura impermeabilizante acrílica base agua de alto desempeño para uso interior.,,Aquablock es una pintura impermeabilizante acrílica base agua de alto desempeño para uso interior.,interior,impermeable,,,,,,1/4 galón | galón | 5 galones,PINTURA VARIOS,56252453,85.5,db:vw_inventario_agente,PINTURA VARIOS,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Pintura Intervinil Cubriente,https://www.pintuco.com.co/productos/intervinil-cubriente/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft_intervinil_mate.pdf,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Pintura Intervinil Cubriente,"Intervinil Cubriente es una pintura para interiores, lavable, de alto rendimiento y cubrimiento en menos manos.",,"Intervinil Cubriente es una pintura para interiores, lavable, de alto rendimiento y cubrimiento en menos manos.",interior,ultralavable | alto_cubrimiento,,,,,,1/4 galón | galón | 5 galones,PINTURA VARIOS,56252453,85.5,db:vw_inventario_agente,PINTURA VARIOS,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Esmalte Pintulux 3 en 1 Brillante,https://www.pintuco.com.co/productos/esmalte-pintulux-3-en-1-brillante/,https://www.pintuco.com.co/download/48698/?tmstv=1672344796,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Esmalte Pintulux 3 en 1 Brillante,"Pintulux 3 en 1 Brillante es un esmalte alquídico que evita lijar en superficies con oxidación leve, contiene anticorrosivo y da un hermoso acabado brillante.",,"Pintulux 3 en 1 Brillante es un esmalte alquídico que evita lijar en superficies con oxidación leve, contiene anticorrosivo y da un hermoso acabado brillante.",metal | exterior,impermeable | anticorrosivo | durabilidad,brocha | rodillo | pistola | espatula,ajustador | pintulux,,Deje transcurrir de 4 a 6 horas aproximadamente para aplicar la segunda mano (secamiento a 25°C y 60% de humedad relativa),Brocha o rodillo 1 galón Máximo 10% Pistola convencional 1 galón 25% aprox. Esta proporción de dilución se mantiene para cualquier prese | Pistola convencional 1 galón 25% aprox. Esta proporción de dilución se mantiene para cualquier presentación y/o tamaño del producto. El uso,galón,CINTA TESA 1,51003275,85.5,db:vw_inventario_agente,CINTA TESA,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Vinilo Estándar Construcción Tipo 1,https://www.pintuco.com.co/productos/pintura-vinilo-tipo-1-constructor/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-vinilo-tipo1-construtor-3.pdf,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=pinturas-profesionales&&name_product=Vinilo Estándar Construcción Tipo 1,"Vinilo Estándar Construcción Tipo 1 es una pintura base agua fabricada con copolímeros acrílicos de excelente cubrimiento y adherencia, acabado mate, de fácil aplicación y rápido secado, lavable y durable lo que lo hace especial para acabados arquitectónicos en obras de construcción.",,"Vinilo Estándar Construcción Tipo 1 es una pintura base agua fabricada con copolímeros acrílicos de excelente cubrimiento y adherencia, acabado mate, de fácil aplicación y rápido secado, lavable y durable lo que lo hace especial para acabados arquitectónicos en obras de construcción.",,ultralavable | alto_cubrimiento | rapido_secado | durabilidad,,,,,,5 galones,CINTA TESA 1,51003275,85.5,db:vw_inventario_agente,CINTA TESA,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Pintucoat,https://www.pintuco.com.co/productos/pintucoat/,https://www.pintuco.com.co/wp-content/uploads/2019/12/Boletim-Tecnico-Pintucoat-1-1.pdf,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=pisos&&name_product=Pintucoat,"Pintucoat es una pintura epóxica – amina base solvente de dos componentes que proporciona una película con buena adherencia y flexibilidad, resistente a derivados del petróleo, ácidos débiles, sales y álcalis.",,"Pintucoat es una pintura epóxica – amina base solvente de dos componentes que proporciona una película con buena adherencia y flexibilidad, resistente a derivados del petróleo, ácidos débiles, sales y álcalis.",exterior,durabilidad,,pintucoat,,,,galón,F KIT PROMO PINTUCOAT BLANCO A+B,F51019942,90.0,db:vw_inventario_agente,F KIT PROMO PINTUCOAT BLANCO A+B,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Pintucoat Plus,https://www.pintuco.com.co/productos/pintucoat-plus/,https://www.pintuco.com.co/wp-content/uploads/2019/12/Boletim-Tecnico-Pintucoat-Plus-1-1.pdf,https://tienda.pintuco.com/,,"Pintucoat Plus es una pintura epóxica base solvente en dos componentes, que con la mezcla apropiada de ambos proporciona altas resistencias químicas y mecánicas, con un rápido secado y bajo contenido de VOC (Compuestos Orgánicos Volátiles) y un contenido promedio de sólidos de 65 +/-5%.",,"Pintucoat Plus es una pintura epóxica base solvente en dos componentes, que con la mezcla apropiada de ambos proporciona altas resistencias químicas y mecánicas, con un rápido secado y bajo contenido de VOC (Compuestos Orgánicos Volátiles) y un contenido promedio de sólidos de 65 +/-5%.",exterior,alto_cubrimiento | rapido_secado,,pintucoat,,,,galón,KIT PINTUCOAT PLUS A.S BLANC 1G Y CAT 1G,20003771,90.0,db:vw_inventario_agente,KIT PINTUCOAT PLUS A.S BLANC Y CAT,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
